PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;70713;1091900;47770;1091899-1091900;471297;1075677-1091899;50118047;1110428-1075677
;;70713;1091900;473290;1091898-1091900;29262;1091888-1091898;50116209;1571399-1091888
;;70713;1091900;473290;1091898-1091900;34224;1368716-1091898;50118521;1571302-1368716
;;64002;874370;48601;874368-874370;4227;1465212-874368;50194789;1473774-1465212
;;485847;1434761;485846;1434757-1434761;4186;1434754-1434757;50194773;1473804-1434754
;;63987;63987;48629;48629-63987;4312;1464939-48629;50194700;1473936-1464939
;;477561;1145160;477560;1145158-1145160;477559;1464930-1145158;50194696;1473944-1464930
;;61709;61709;57447;57447-61709;19689;1492660-57447;50066612;1166966-1492660
;;479928;1209694;463825;1034812-1209694;37081;1369920-1034812;50144748;1542367-1369920
;;479928;1209694;463825;1034812-1209694;24830;1369917-1034812;50143735;1543188-1369917
;;71034;71034;463860;1034586-71034;488417;1492392-1034586;50198978;1491392-1492392
;;61576;61576;49907;49907-61576;7094;1118578-49907;50194007;1477817-1118578
;;482602;1320471;419346;720498-1320471;419347;1320468-720498;50186084;1490455-1320468
;;64186;64186;49194;49194-64186;5956;1441645-49194;50186552;1490451-1441645
;;479942;1209792;42610;42610-1209792;24921;1464962-42610;50194722;1473898-1464962
;;479942;1209792;42610;42610-1209792;24921;1464962-42610;50124268;1538283-1464962
;;480867;1249799;480866;1249791-1249799;480865;1302403-1249791;50195167;1473052-1302403
;;473293;1091932;43476;43476-1091932;421714;1366671-43476;50146292;1535452-1366671
;;70716;70716;54670;54670-70716;34228;1466234-54670;50194929;1473506-1466234
;;70728;70728;50613;50613-70728;36801;1372556-50613;50194735;1473872-1372556
;;70747;70747;54671;54671-70747;34390;1470052-54671;50195372;1472666-1470052
;;70859;70859;42820;42820-70859;23807;1372694-42820;50194757;1473834-1372694
;;70859;70859;42820;42820-70859;23807;1372694-42820;50124132;1538406-1372694
;;70859;70859;42820;42820-70859;34274;1372698-42820;50194756;1473836-1372698
;;483242;1359280;46880;46880-1359280;32298;1470142-46880;50174193;1464246-1470142
;;64275;1328791;427236;1328777-1328791;32266;1328774-1328777;50195415;1472586-1328774
;;64271;64271;53787;53787-64271;32355;1466216-53787;50171993;1371897-1466216
;;64285;64285;53788;53788-64285;32090;1358992-53788;50171995;1371896-1358992
;;64245;64245;54665;54665-64245;34263;832834-54665;50195127;1473128-832834
;;64245;64245;54665;54665-64245;36061;832837-54665;50195126;1473130-832837
;;64313;64313;53763;53763-64313;32040;1374231-53763;50171935;1371931-1374231
;;64313;64313;53763;53763-64313;32039;32039-53763;50194715;1473912-32039
;;64317;64317;53844;53844-64317;32215;1360349-53844;50195356;1472694-1360349
;;64324;64324;53803;53803-64324;32256;1359018-53803;50172032;1371876-1359018
;;64324;64324;53803;53803-64324;32257;1359022-53803;50195044;1473280-1359022
;;64328;64328;53779;53779-64328;32070;1358848-53779;50171967;1371908-1358848
;;64345;1302280;45034;45034-1302280;34690;1302277-45034;50174296;1464174-1302277
;;64345;1302280;427462;1209721-1302280;427461;1302267-1209721;50194628;1474074-1302267
;;64347;64347;44540;44540-64347;32022;1361031-44540;50195217;1472954-1361031
;;64349;64349;54658;54658-64349;425644;1464958-54658;50194717;1473908-1464958
;;64350;64350;53805;53805-64350;32248;1359457-53805;50195109;1473164-1359457
;;64369;64369;45059;45059-64369;34611;1220188-45059;50174302;1464169-1220188
;;64360;64360;53804;53804-64360;32252;1374248-53804;50195011;1473346-1374248
;;64360;64360;53804;53804-64360;32253;1374252-53804;50172036;1355225-1374252
;;64374;64374;44473;44473-64374;32175;1359898-44473;50172091;1371841-1359898
;;64498;64498;53848;53848-64498;32272;1464818-53848;50172149;1354903-1464818
;;64419;64419;53821;53821-64419;32154;1359010-53821;50172072;1371854-1359010
;;64419;64419;53821;53821-64419;32155;1359014-53821;50172073;1371853-1359014
;;64558;64558;53755;53755-64558;34441;1393352-53755;50171909;1355577-1393352
;;64558;64558;53755;53755-64558;34440;784200-53755;50171910;1355575-784200
;;64579;658475;44621;44621-658475;32192;1354079-44621;50172348;1371710-1354079
;;64579;658475;44621;44621-658475;32192;1354079-44621;50172107;1374893-1354079
;;64508;64508;42995;42995-64508;32314;32314-42995;50171965;1355419-32314
;;482355;1302281;47791;47791-1302281;34381;1302271-47791;50195090;1473200-1302271
;;73933;1232818;58845;58845-1232818;415354;1442661-58845;50186635;1446332-1442661
;;73932;1398560;42880;42880-1398560;20582;1307797-42880;50186620;1446362-1307797
;;73932;1398560;42880;42880-1398560;415351;1441651-42880;50194775;1473800-1441651
;;63799;63799;57911;57911-63799;21088;1441828-57911;50186209;1447187-1441828
;;61622;61622;57441;57441-61622;37678;1462482-57441;50194021;1477789-1462482
;;61622;61622;57441;57441-61622;19672;1462485-57441;50194020;1477791-1462485
;;61523;61523;49909;49909-61523;37680;1118552-49909;50193631;1478539-1118552
;;61438;61438;49913;49913-61438;7100;1462040-49913;50194016;1477799-1462040
;;61465;61465;49916;49916-61465;7105;1462037-49916;50194012;1477807-1462037
;;61501;61501;49918;49918-61501;7107;1462031-49918;50193991;1477849-1462031
;;61606;61606;49925;49925-61606;474391;1118608-49925;50194100;1477635-1118608
;;61683;1320137;49928;1320136-1320137;7126;7126-1320136;50193612;1478575-7126
;;61650;61650;49930;49930-61650;7128;1118590-49930;50193982;1478815-1118590
;;61605;841911;49932;49932-841911;37690;842410-49932;50194216;1477407-842410
;;61639;61639;49934;49934-61639;37692;1462510-49934;50194071;1477693-1462510
;;61620;61620;49936;49936-61620;7134;1462084-49936;50194181;1477475-1462084
;;61620;61620;49936;49936-61620;7135;7135-49936;50194182;1477473-7135
;;61741;61741;49943;49943-61741;7148;7148-49943;50194052;1477729-7148
;;61735;1461947;49946;1461946-1461947;37694;1461951-1461946;50193809;1548883-1461951
;;61448;61448;44020;44020-61448;7161;1012504-44020;50193128;1465596-1012504
;;61448;61448;44020;44020-61448;15818;1012511-44020;50194015;1477801-1012511
;;61437;61437;42791;42791-61437;15803;1272628-42791;50193746;1478325-1272628
;;61484;61484;43836;43836-61484;486955;1461305-43836;50013727;1013198-1461305
;;61408;61408;49950;49950-61408;33769;821520-49950;50013720;1013201-821520
;;61408;61408;49950;49950-61408;15846;1012523-49950;50192006;1476675-1012523
;;426775;1491577;426774;1491576-1491577;426776;1491574-1491576;50173522;1437838-1491574
;;69814;1488040;486831;1462407-1488040;486843;1491329-1462407;50175597;1472170-1491329
;;69814;1488040;43515;43515-1488040;12211;1480899-43515;50175397;1478640-1480899
;;69814;1488040;42446;1488039-1488040;24654;1392259-1488039;50175527;1391721-1392259
;;69814;1488040;42446;1488039-1488040;24654;1392259-1488039;50124872;1485133-1392259
;;69814;1488040;42446;1488039-1488040;25359;1488009-1488039;50175658;1480348-1488009
;;69814;1488040;42446;1488039-1488040;12102;1308675-1488039;50175398;1392005-1308675
;;70009;70009;53301;53301-70009;2373;2373-53301;50143933;1263876-2373
;;69148;1226400;52689;1226399-1226400;488286;1490194-1226399;50199343;1490193-1490194
;;488408;1491213;488308;1490573-1491213;488307;1491216-1490573;50174328;1490571-1491216
;;488406;1491182;488281;1490157-1491182;488282;1491188-1490157;50199338;1490161-1491188
;;488406;1491182;488281;1490157-1491182;488280;1491185-1490157;50199339;1490155-1491185
;;68880;1491181;479790;1491180-1491181;484510;1491178-1491180;50179688;1434773-1491178
;;68880;1491181;479790;1491180-1491181;488258;1489813-1491180;50199108;1489812-1489813
;;480950;1257091;488304;1490559-1257091;488303;1491160-1490559;50174331;1490557-1491160
;;480950;1257091;54751;1455223-1257091;34644;1455222-1455223;50174182;1464251-1455222
;;480950;1257091;54751;1455223-1257091;34644;1455222-1455223;50116959;1454609-1455222
;;64437;64437;54729;54729-64437;488317;1491152-54729;50174209;1490605-1491152
;;64437;64437;54729;54729-64437;34504;1393405-54729;50174080;1464311-1393405
;;65046;65046;47617;47617-65046;23957;1357096-47617;50124288;1538266-1357096
;;67897;1119577;43074;1119576-1119577;471661;1077109-1119576;50117667;1110641-1077109
;;479853;1207160;45370;45370-1207160;488381;1490998-45370;50198945;1490997-1490998
;;65162;65162;50079;50079-65162;7455;1360132-50079;50171543;1372166-1360132
;;65162;65162;50079;50079-65162;7454;1360126-50079;50171484;1372196-1360126
;;61802;61802;55622;55622-61802;31188;31188-55622;50169240;1490930-31188
;;61483;837997;47152;47152-837997;15840;1461142-47152;50193063;1465724-1461142
;;61429;61429;56067;56067-61429;480168;1461505-56067;50163821;1458577-1461505
;;61155;1327291;56131;1327290-1327291;34086;1327286-1327290;50013686;1013061-1327286
;;61251;61251;44170;44170-61251;33978;1370764-44170;50014032;1013164-1370764
;;61251;61251;44170;44170-61251;33978;1370764-44170;50021852;1212681-1370764
;;61261;995145;43812;995144-995145;16006;1213206-995144;50021851;1212682-1213206
;;61261;995145;43812;995144-995145;33976;1469926-995144;50014030;1013163-1469926
;;61261;995145;43812;995144-995145;33976;1469926-995144;50192003;1476681-1469926
;;61261;995145;43812;995144-995145;16005;1213209-995144;50193112;1490893-1213209
;;61261;995145;43812;995144-995145;33977;1469929-995144;50014031;1013162-1469929
;;487788;1478601;487787;1478600-1478601;487786;1478599-1478600;50193765;1490778-1478599
;;72381;1311884;462854;1017132-1311884;18245;1452984-1017132;50166375;1314802-1452984
;;72381;1311884;59249;1017148-1311884;42113;1286917-1017148;50145852;1329964-1286917
;;478347;1155792;473513;1099396-1155792;411276;1087351-1099396;50118452;1200615-1087351
;;413171;1363902;413170;1363901-1363902;413169;1363895-1363901;50146298;1535446-1363895
;;69364;1443212;486102;1440525-1443212;486101;1440524-1440525;50178495;1440523-1440524
;;69364;1443212;52672;52672-1443212;11058;1420011-52672;50178502;1409158-1420011
;;61604;1490128;55754;1490127-1490128;30725;1432276-1490127;50113159;1164478-1432276
;;69715;1490122;47686;1490121-1490122;8295;8295-1490121;50126190;1268571-8295
;;61333;1490104;55293;1490103-1490104;33582;1239599-1490103;50192139;1476429-1239599
;;67644;1490085;49525;1490084-1490085;6822;1490083-1490084;50179677;1489816-1490083
;;72994;1490009;53044;1490008-1490009;419118;1467434-1490008;50021088;996017-1467434
;;68770;68770;55845;55845-68770;15400;15400-55845;50019421;1234901-15400
;;68494;1096013;47314;1367210-1096013;15525;1249771-1367210;50018884;1235359-1249771
;;68494;1096013;473319;1095974-1096013;417796;999928-1095974;50025671;1489809-999928
;;68494;1096013;473319;1095974-1096013;417796;999928-1095974;50025674;1234834-999928
;;68494;1096013;473319;1095974-1096013;417795;999927-1095974;50025672;1234836-999927
;;68494;1096013;473319;1095974-1096013;417795;999927-1095974;50025676;1234832-999927
;;68494;1096013;473319;1095974-1096013;412406;871608-1095974;50019166;1235125-871608
;;68494;1096013;473319;1095974-1096013;472819;1081836-1095974;50116112;1384880-1081836
;;68494;1096013;47313;1486043-1096013;21144;1236747-1486043;50018925;1235324-1236747
;;68494;1096013;47313;1486043-1096013;420675;1236749-1486043;50019001;1235263-1236749
;;59440;1489659;52948;1457739-1489659;11709;1457740-1457739;50020635;1134595-1457740
;;59440;1489659;52948;1457739-1489659;11709;1457740-1457739;50174501;1388224-1457740
;;59440;1489659;52948;1457739-1489659;11709;1457740-1457739;50117880;1076282-1457740
;;67595;1489651;49473;1489650-1489651;6664;1489649-1489650;50179776;1405796-1489649
;;67595;1489651;49473;1489650-1489651;6665;1489648-1489650;50179777;1405794-1489648
;;69864;660346;56385;56385-660346;40382;1256128-56385;50175676;1480340-1256128
;;486693;1454349;486595;1453173-1454349;486598;1454341-1453173;50184201;1453183-1454341
;;73801;73801;488195;1488944-73801;488196;1488949-1488944;50198819;1488948-1488949
;;63448;1489635;57853;1489634-1489635;20876;1489632-1489634;50186905;1489115-1489632
;;64029;1489631;49126;1489630-1489631;5725;1489629-1489630;50186166;1447273-1489629
;;427076;893619;45305;45305-893619;24123;1348444-45305;50145950;1329876-1348444
;;71977;71977;44643;44643-71977;22371;1026018-44643;50026843;1257702-1026018
;;71977;71977;473731;1102353-71977;9129;1351786-1102353;50199086;1488669-1351786
;;71557;71557;44217;44217-71557;41817;1339175-44217;50115105;1546590-1339175
;;73802;73802;58503;58503-73802;24405;1216536-58503;50145914;1329912-1216536
;;69634;1489358;46047;1489357-1489358;488174;1488819-1489357;50198862;1488818-1488819
;;71632;1209707;58731;1305876-1209707;37545;891169-1305876;50114967;1546719-891169
;;61337;61337;58918;58918-61337;36098;1228257-58918;50066270;1164594-1228257
;;61293;1238893;49973;49973-1238893;7217;7217-49973;50191364;1483460-7217
;;61721;1489035;55220;1489034-1489035;30422;30422-1489034;50014819;1196545-30422
;;69743;1452448;42246;1452447-1452448;35773;1305339-1452447;50125439;1537276-1305339
;;69743;1452448;42246;1452447-1452448;35773;1305339-1452447;50175365;1392085-1305339
;;71589;1462960;42848;1462959-1462960;39469;1462909-1462959;50198824;1488930-1462909
;;71589;1462960;42848;1462959-1462960;27102;1437264-1462959;50115101;1546594-1437264
;;69664;1452453;46045;1452454-1452453;12295;1326758-1452454;50175551;1391671-1326758
;;424919;811101;58580;58580-811101;24842;24842-58580;50122118;1545823-24842
;;73389;73389;57299;57299-73389;19458;1488575-57299;50198525;1488158-1488575
;;62285;62285;53552;53552-62285;33153;1351215-53552;50011784;1244303-1351215
;;61828;61828;55637;55637-61828;31046;1328757-55637;50169214;1488551-1328757
;;61796;61796;55611;55611-61796;30996;1283966-55611;50169201;1315283-1283966
;;61886;61886;44984;44984-61886;419913;1152924-44984;50169145;1315682-1152924
;;424933;811997;419918;812004-811997;419917;1281041-812004;50169218;1488550-1281041
;;417619;697249;417618;697247-697249;417620;1419075-697247;50178993;1488349-1419075
;;68198;1410356;49441;1410355-1410356;6586;1410357-1410355;50179124;1488328-1410357
;;68630;68630;52598;52598-68630;10902;1416348-52598;50178425;1409349-1416348
;;68636;1225780;52597;1225779-1225780;10901;1417507-1225779;50178579;1408962-1417507
;;68661;1418239;52605;1418238-1418239;10918;1418240-1418238;50178706;1408650-1418240
;;68661;1418239;52605;1418238-1418239;10917;1418233-1418238;50179816;1488244-1418233
;;68593;1410716;52748;1410715-1410716;11202;1410714-1410715;50164389;1234737-1410714
;;67739;67739;49389;49389-67739;6435;1390849-49389;50179032;1407779-1390849
;;67766;67766;49331;49331-67766;6268;1415078-49331;50187283;1449192-1415078
;;67878;67878;47200;47200-67878;6266;1391211-47200;50179160;1488324-1391211
;;67878;67878;47201;47201-67878;6262;1391217-47201;50178945;1488368-1391217
;;67881;67881;49332;49332-67881;6271;1417058-49332;50179503;1488297-1417058
;;67881;67881;49332;49332-67881;6270;1417063-49332;50179502;1488298-1417063
;;67956;67956;49284;49284-67956;6167;1411253-49284;50178992;1488351-1411253
;;67965;660214;47193;47193-660214;413665;1418079-47193;50179767;1488247-1418079
;;67968;67968;49289;49289-67968;6176;1391507-49289;50179155;1488326-1391507
;;67967;67967;49236;49236-67967;6062;1363989-49236;50179716;1488259-1363989
;;67967;67967;49236;49236-67967;6061;1363992-49236;50179715;1405966-1363992
;;62067;1283222;44394;1226945-1283222;30302;1302800-1226945;50014739;1007194-1302800
;;62067;1283222;44394;1226945-1283222;30302;1302800-1226945;50169319;1315676-1302800
;;69950;69950;473252;1091492-69950;35831;1364987-1091492;50004142;1460966-1364987
;;69950;69950;46286;46286-69950;488126;1488163-46286;50120980;1488162-1488163
;;69950;69950;473272;1091412-69950;22781;1364984-1091412;50143057;1543708-1364984
;;71060;71060;45378;45378-71060;23328;23328-45378;50121970;1545942-23328
;;61094;1119854;473555;1376428-1119854;472838;1081914-1376428;50116135;1458373-1081914
;;61209;61209;55410;55410-61209;33810;1333580-55410;50013779;1013242-1333580
;;61209;61209;55410;55410-61209;33809;1333579-55410;50191805;1487591-1333579
;;68865;1420626;53736;1420627-1420626;13082;1420629-1420627;50178692;1408674-1420629
;;68826;68826;43825;43825-68826;16888;854468-43825;50019205;1235095-854468
;;68806;68806;47847;47847-68806;16861;1464550-47847;50006218;1204391-1464550
;;68806;68806;47847;47847-68806;16862;1419793-47847;50195753;1471847-1419793
;;65961;65961;54814;54814-65961;14575;1273016-54814;50196962;1475336-1273016
;;65961;65961;54814;54814-65961;14575;1273016-54814;50017970;1272780-1273016
;;65967;729494;54833;54833-729494;14640;1377802-54833;50196954;1475362-1377802
;;65735;845361;54811;845360-845361;14565;1377793-845360;50196869;1475610-1377793
;;66052;66052;46358;46358-66052;14636;1185915-46358;50196942;1475404-1185915
;;66052;66052;46357;46357-66052;14624;14624-46357;50018024;1158980-14624
;;66052;66052;46357;46357-66052;14623;1351283-46357;50018023;1272757-1351283
;;72698;72698;46174;46174-72698;19448;1377693-46174;50109955;1158874-1377693
;;65730;1272940;57509;1272939-1272940;413361;1272938-1272939;50125911;1269606-1272938
;;65753;65753;54798;843792-65753;14525;1377738-843792;50017911;1158895-1377738
;;66038;1351267;46355;734889-1351267;14571;1351277-734889;50017966;1158929-1351277
;;66038;1351267;46356;1351266-1351267;14616;1351271-1351266;50196918;1475470-1351271
;;65935;65935;54809;54809-65935;14561;1377636-54809;50196903;1475512-1377636
;;65935;65935;54809;54809-65935;14561;1377636-54809;50017956;1458735-1377636
;;65681;65681;54823;54823-65681;14605;1350865-54823;50196898;1475532-1350865
;;72735;72735;57282;57282-72735;18833;1438780-57282;50196737;1475970-1438780
;;65695;65695;54797;54797-65695;14523;1377510-54797;50017909;1272815-1377510
;;66192;66192;54816;54816-66192;14584;1377501-54816;50017979;1272777-1377501
;;65879;65879;54813;54813-65879;14573;1377465-54813;50196871;1475602-1377465
;;68870;68870;53733;53733-68870;13041;1464541-53733;50195747;1515167-1464541
;;68794;68794;53727;53727-68794;13038;1464523-53727;50195735;1471893-1464523
;;68773;68773;54137;54137-68773;13213;851916-54137;50196078;1515139-851916
;;68923;68923;53734;53734-68923;13035;1419612-53734;50178391;1409437-1419612
;;68819;68819;54136;54136-68819;13211;1464447-54136;50006224;1204385-1464447
;;68812;68812;53725;53725-68812;13013;1464433-53725;50006190;1204424-1464433
;;68812;68812;53725;53725-68812;461906;1464437-53725;50195729;1515175-1464437
;;72829;72829;42351;42351-72829;14854;1383079-42351;50004197;1460932-1383079
;;72829;72829;42351;42351-72829;14854;1383079-42351;50190036;1480113-1383079
;;72829;72829;42351;42351-72829;14854;1383079-42351;50004399;1460856-1383079
;;72837;72837;43912;43912-72837;14929;1452348-43912;50004423;1460851-1452348
;;72837;72837;43912;43912-72837;20171;20171-43912;50187922;1450017-20171
;;65646;1206865;54807;1206864-1206865;14552;1377434-1206864;50196867;1475618-1377434
;;66003;66003;54808;54808-66003;14559;1377428-54808;50017954;1458737-1377428
;;66177;843884;54812;843883-843884;14569;1377417-843883;50017964;1272784-1377417
;;66177;843884;54812;843883-843884;14569;1377417-843883;50196868;1475614-1377417
;;65634;843857;54806;843858-843857;14550;1273103-843858;50196860;1475642-1273103
;;425907;1349222;58807;1349221-1349222;13020;1464358-1349221;50195990;1471185-1464358
;;425907;1349222;58807;1349221-1349222;13020;1464358-1349221;50006249;1204367-1464358
;;425907;1349222;58807;1349221-1349222;13021;1464355-1349221;50195989;1471189-1464355
;;68811;68811;53737;53737-68811;13079;1412469-53737;50195801;1515160-1412469
;;74102;74102;58998;58998-74102;35834;918573-58998;50190362;1479457-918573
;;73743;73743;58449;58449-73743;479488;1200346-58449;50192294;1482481-1200346
;;59877;59877;53025;53025-59877;477004;1435633-53025;50182641;1429771-1435633
;;59877;59877;53025;53025-59877;477033;1435637-53025;50192299;1486135-1435637
;;426171;846672;488089;1486100-846672;488088;1486099-1486100;50192744;1516363-1486099
;;426171;846672;47101;47101-846672;411541;1468861-47101;50192745;1481589-1468861
;;483620;1376386;483619;1376385-1376386;483618;1376384-1376385;50192430;1486120-1376384
;;483614;1376315;483613;1376314-1376315;483615;1469408-1376314;50192448;1486116-1469408
;;483603;1376249;483602;1376248-1376249;483601;1376247-1376248;50173931;1376246-1376247
;;483603;1376249;483602;1376248-1376249;483604;1379094-1376248;50173932;1376272-1379094
;;483607;1379103;483606;1376291-1379103;483605;1379100-1376291;50173933;1376288-1379100
;;483607;1379103;483609;1376302-1379103;483608;1379097-1376302;50192593;1486109-1379097
;;483607;1379103;483609;1376302-1379103;483608;1379097-1376302;50173934;1376300-1379097
;;60014;844493;48479;48479-844493;3699;844485-48479;50189475;1485445-844485
;;60051;1320644;48135;1320643-1320644;2945;2945-1320643;50189495;1485405-2945
;;426070;844488;48480;48480-844488;3700;1468929-48480;50173554;1437758-1468929
;;60413;1005104;48214;1005144-1005104;482844;1464083-1005144;50189445;1485505-1464083
;;60547;60547;48351;48351-60547;3425;1468951-48351;50093863;1414587-1468951
;;60630;60630;44739;44739-60630;12006;1468826-44739;50176214;1496919-1468826
;;60630;60630;44739;44739-60630;12007;915709-44739;50093654;1414701-915709
;;59930;1361487;48357;1361486-1361487;3437;1361491-1361486;50189327;1485739-1361491
;;59948;1244783;47102;1455266-1244783;411622;1455262-1455266;50192617;1481841-1455262
;;59948;1244783;47102;1455266-1244783;411622;1455262-1455266;50120245;1381841-1455262
;;59948;1244783;473308;1486045-1244783;411638;1455282-1486045;50182180;1413152-1455282
;;60944;60944;44317;44317-60944;2899;1403372-44317;50189276;1485843-1403372
;;59915;59915;53921;53921-59915;411637;414355-53921;50189292;1485807-414355
;;60872;1207189;48412;1207188-1207189;3544;1379727-1207188;50093985;1414527-1379727
;;59898;59898;48115;48115-59898;2911;1438087-48115;50189466;1485463-1438087
;;425600;1434168;425597;831804-1434168;427502;1434172-831804;50189242;1485913-1434172
;;415589;652835;415588;652833-652835;477027;1468954-652833;50152042;1133850-1468954
;;411603;877680;411602;877679-877680;426783;1468763-877679;50189367;1485657-1468763
;;411603;877680;411602;877679-877680;426783;1468763-877679;50151911;1134173-1468763
;;482882;1352438;479780;1205818-1352438;479782;1468837-1205818;50163716;1433348-1468837
;;73449;73449;57427;57427-73449;19000;1438444-57427;50184721;1444863-1438444
;;73549;73549;54791;54791-73549;19601;1440292-54791;50185351;1443583-1440292
;;73549;73549;54791;54791-73549;18984;1440295-54791;50185352;1443581-1440295
;;73539;73539;57337;57337-73539;488045;1485197-57337;50185460;1485196-1485197
;;72724;72724;46756;46756-72724;488066;1485285-46756;50185434;1485284-1485285
;;72724;72724;46756;46756-72724;19468;19468-46756;50185167;1467601-19468
;;69804;69804;44248;44248-69804;24666;1455036-44248;50175489;1391801-1455036
;;66221;1361016;483259;1361010-1361016;488017;1484569-1361010;50184381;1484568-1484569
;;66221;1361016;417804;1361008-1361016;423335;1360999-1361008;50089588;1428857-1360999
;;66150;1219489;57568;57568-1219489;19951;995387-57568;50000166;1311721-995387
;;66150;1219489;44633;861665-1219489;18678;1323978-861665;50089584;1311584-1323978
;;65786;744258;43843;43843-744258;488019;1484583-43843;50184375;1484586-1484583
;;417774;699636;417773;699634-699636;417772;995492-699634;50000318;1311647-995492
;;73747;1485030;55891;1516407-1485030;15523;1485043-1516407;50018882;1482528-1485043
;;60850;60850;52986;52986-60850;11822;1402733-52986;50093945;1414556-1402733
;;60850;60850;52986;52986-60850;11822;1402733-52986;50176753;1571512-1402733
;;60850;60850;52986;52986-60850;11823;1402729-52986;50192497;1482087-1402729
;;60850;60850;52986;52986-60850;11823;1402729-52986;50093944;1414557-1402729
;;59901;59901;53933;53933-59901;487935;1481570-53933;50192755;1481569-1481570
;;480517;1227183;480322;1227186-1227183;480321;1227190-1227186;50164518;1550194-1227190
;;69663;1100329;462552;1100328-1100329;472288;1100340-1100328;50180696;1404714-1100340
;;69663;1100329;462552;1100328-1100329;470872;1100337-1100328;50191118;1483904-1100337
;;67533;67533;55156;55156-67533;14996;1007534-55156;50181222;1450764-1007534
;;61685;1219629;55724;55724-1219629;30623;1432223-55724;50017634;1014642-1432223
;;61685;1219629;463442;1219628-1219629;463441;1467218-1219628;50191466;1483278-1467218
;;61590;61590;58127;58127-61590;30781;1431478-58127;50182906;1430504-1431478
;;61274;61274;44704;44704-61274;34023;1467265-44704;50191506;1483204-1467265
;;426785;995100;56032;994612-995100;15824;1461115-994612;50193023;1465804-1461115
;;426785;995100;56032;994612-995100;15823;1012535-994612;50193022;1465806-1012535
;;65589;861771;46969;46969-861771;17922;1316271-46969;50000122;1515691-1316271
;;462307;997798;462306;997796-997798;462305;1442155-997796;50186123;1484509-1442155
;;63485;63485;57881;57881-63485;9963;9963-57881;50186883;1445846-9963
;;427295;898856;45082;1237222-898856;30388;1284406-1237222;50191295;1483578-1284406
;;427295;898856;45082;1237222-898856;30389;1466741-1237222;50014899;1233753-1466741
;;61321;856937;55352;856940-856937;33688;1466751-856940;50191899;1476883-1466751
;;61325;61325;43755;43755-61325;33692;1466842-43755;50013629;1013007-1466842
;;61344;61344;49954;49954-61344;7175;1466966-49954;50191366;1483456-1466966
;;61348;61348;45053;45053-61348;16057;856929-45053;50192256;1476202-856929
;;61353;61353;53672;53672-61353;12933;1466776-53672;50066262;1217960-1466776
;;61356;61356;42442;42442-61356;21677;1257448-42442;50013597;1013034-1257448
;;61360;61360;42559;42559-61360;33668;1239859-42559;50190945;1484216-1239859
;;61360;61360;42559;42559-61360;33668;1239859-42559;50013599;1013036-1239859
;;61370;61370;44597;44597-61370;33675;821208-44597;50191479;1483254-821208
;;61379;856413;55401;856418-856413;33793;1467066-856418;50191131;1483880-1467066
;;61381;61381;43557;43557-61381;16175;1213127-43557;50013602;1012993-1213127
;;61381;61381;43557;43557-61381;16176;1466771-43557;50013603;1012994-1466771
;;61382;822385;42258;42258-822385;33677;822368-42258;50022040;1212541-822368
;;61385;61385;55400;55400-61385;33791;1467252-55400;50191498;1483222-1467252
;;61385;61385;55400;55400-61385;33791;1467252-55400;50192162;1476385-1467252
;;61387;61387;55398;55398-61387;33789;1466619-55398;50021790;1212729-1466619
;;61391;1015081;59371;59371-1015081;33790;1015080-59371;50022046;1212537-1015080
;;61393;61393;45779;45779-61393;33794;1467090-45779;50191452;1483302-1467090
;;61393;61393;45779;45779-61393;33794;1467090-45779;50013752;1013226-1467090
;;61393;61393;45779;45779-61393;33954;1467093-45779;50192132;1476439-1467093
;;61393;61393;45780;45780-61393;34082;1147281-45780;50013746;1013220-1147281
;;61395;1353804;44354;1353803-1353804;16064;1213404-1353803;50191403;1483386-1213404
;;61395;1353804;44354;1353803-1353804;16065;1213401-1353803;50191404;1483384-1213401
;;61301;61301;49970;49970-61301;7211;7211-49970;50066009;1164828-7211
;;62634;62634;44577;44577-62634;41505;1467221-44577;50116995;1200548-1467221
;;62634;62634;44577;44577-62634;41505;1467221-44577;50191469;1483274-1467221
;;61305;61305;49972;49972-61305;7216;7216-49972;50190879;1484344-7216
;;61305;61305;49972;49972-61305;7215;1466004-49972;50066013;1164824-1466004
;;61307;61307;53670;53670-61307;12929;12929-53670;50066258;1164590-12929
;;61311;61311;56113;56113-61311;16105;1272632-56113;50013993;1013132-1272632
;;61312;61312;55498;55498-61312;16106;1466792-55498;50191922;1476839-1466792
;;61315;61315;42471;42471-61315;16027;1466066-42471;50021872;1212662-1466066
;;61316;61316;55496;55496-61316;33969;1466760-55496;50191187;1483784-1466760
;;61309;61309;49994;49994-61309;7258;1466868-49994;50066061;1164775-1466868
;;61309;61309;49994;49994-61309;7258;1466868-49994;50191299;1483570-1466868
;;477676;1146981;45777;45777-1146981;30773;30773-45777;50191199;1483762-30773
;;477676;1146981;45777;45777-1146981;30772;30772-45777;50191198;1483764-30772
;;61440;1327394;55736;1327395-1327394;16071;1327396-1327395;50191022;1484090-1327396
;;61444;1230094;49980;1220475-1230094;7396;1220479-1220475;50190956;1484194-1220479
;;61444;1230094;49985;1220478-1230094;7400;1220480-1220478;50066225;1217968-1220480
;;61446;61446;56108;56108-61446;16084;1213203-56108;50191289;1483590-1213203
